files,P5,P10,P16,P25,P50,P75,P84,P90,P95
images/0041_cu_1.jpg,94.3219352546598,105.402622724585,115.66022259956,158.391205803928,158.707711746394,192.461164828258,323.267326712148,390.196038409437,529.360090346677
images/0062_cu_1.jpg,155.357505028067,163.248023628798,181.457992822392,247.200412748218,291.808488316236,310.820501415425,315.456418298266,497.598112849126,554.676449173772
images/0079_cu_2.jpg,222.898017849324,244.159630433653,255.058294168421,290.41529021965,348.658076024126,396.568020775018,421.301479274848,549.834053094901,709.633070068664
images/0095_cu_2.jpg,136.216114048869,171.985876600155,229.669839368669,284.711190678171,321.887340649298,339.896846219111,404.722009588661,406.840755264961,608.513906341122
images/0133_cu_2.jpg,320.390603711576,363.17343573586,391.47811491485,489.223464953039,613.580163184943,620.428717283833,654.435380407914,844.422813401628,909.206916064545
images/0177_cu_1.jpg,103.071824673108,152.776516982592,160.923935559219,165.855576341469,173.374251974637,185.515112271257,205.99781647489,209.055730033067,344.559055780818
images/0185_cu_2.jpg,206.817277354389,265.445191137234,332.459885805719,353.766814710006,433.992772874924,550.11808989895,654.508485596272,917.928477826343,1152.71529814949
images/0242_cu_2.jpg,187.304979248796,196.953854853929,253.75455861951,311.595475961024,344.567244044709,503.331212405986,536.660684954727,711.970602003102,857.046873569759
images/0271_cu_2.jpg,127.482214199321,131.337238832156,141.78589981715,200.033689114967,203.814060323013,278.1081829091,297.762423847663,321.347958254451,423.012795523511
images/0315_cu_2.jpg,115.948880252582,130.174196497516,137.672284440019,168.30417429164,194.011735995319,207.501627390186,273.419654739185,294.771853519844,296.029872157126
images/0330.jpg,181.251513372969,189.021998361073,204.011616429557,209.046962984612,224.600554347133,241.170563580362,246.116310349541,255.433658842996,268.703799660481
images/0413_cu_1.jpg,91.5584389540921,111.562398041135,118.008380764824,144.120191309303,187.651008975466,224.97723715374,246.646741406797,247.956577025101,313.8879007515
images/0434_cu_2.jpg,104.584468395775,120.62555454111,123.300022846763,133.855858615426,138.53389259469,179.407561132689,184.195567990956,280.260424464367,375.755127081685
images/0463_cu_1.jpg,131.915120048415,147.858966587833,192.847149142962,201.501892046873,249.835665129318,265.671702475661,295.462313203616,358.479085775105,492.006526729016
images/047020139.tiff,73.6652284200294,92.1590978227549,96.5154880187742,127.585966958099,144.36377260896,149.075631626286,149.432169170361,180.430270783932,272.908666166175
images/047140138.tiff,95.3723731623319,97.4459300386671,109.875563731376,129.369635854595,154.413081482091,161.611045164749,171.672847774627,177.998669785595,243.314206904058
images/0477.jpg,95.3978113613086,105.464435006758,113.248634456657,130.606383246173,135.012939091634,154.187490036139,161.720538841424,189.355320362937,214.724435504905
images/048080139.tiff,72.1795087322689,88.725594075359,116.424444411018,149.36695833483,161.101585084733,166.564080268314,179.705814549556,201.107460051959,255.202691684156
images/048200139.tiff,67.5830246852756,76.5900918805237,99.0252953371311,113.801591689814,128.818986878567,157.698849380868,167.46514036184,174.481559468523,181.447765830503
images/049020138.tiff,113.77533793541,122.868034638236,148.937604635468,162.574135110493,170.7946137868,175.187751347814,179.318487228965,185.790591365969,219.992602238404
images/049140138.tiff,107.33516423468,120.108308458549,133.491486177947,138.03383310841,157.702809854809,178.299640031624,179.812509744479,200.70618061901,228.427996786393
images/0551_cu_1.jpg,264.014257571913,298.540356557678,312.978308083776,366.540552644122,442.423870591745,452.870749675842,597.040025041785,653.665690767797,673.46549349697
images/0819_cu_2.jpg,155.959320510767,162.255525785625,190.325718029727,266.555908016054,308.250093511615,504.515339679465,553.179980475696,642.046324995248,659.953785336536
images/0843_cu_1.jpg,74.6408755921606,112.579500115263,114.405944543293,161.746639590978,181.87864018587,189.656755633809,340.006231567828,367.504230095756,385.419283567045
images/0947_cu_1.jpg,201.505917409252,215.041994770761,254.748995575361,429.44987073432,475.021671827126,550.534261132387,668.36835251326,911.972751622664,997.175142521577
images/10_2.JPG,28.5776474097578,34.2490887634713,36.1989479264053,59.9533431142879,93.160025792576,156.189693122817,160.958104855082,192.307459054731,193.177053518516
images/1002.jpg,145.504077587282,163.863720590424,166.621610773222,181.473949411192,185.845008196419,196.568504863682,212.80471065836,261.167249884759,271.137818264134
images/1006.jpg,76.6704992673493,87.5842827711825,111.183613966795,117.272658794099,123.13130859467,137.806657416832,146.760363450934,152.143931663726,157.704929381124
images/1041.jpg,73.0560749042357,87.7905983386448,97.5169341398406,110.608730164206,118.353585484971,123.576134723663,137.509613865103,155.949237478739,164.914855476952
images/1067.jpg,64.5966001626583,89.1772706044378,91.9417364374567,103.767503374794,130.815180421837,131.84326715213,140.241389484016,149.853135277329,163.41670206062
images/1074.jpg,80.4126626631423,88.5240726695691,99.3074102713614,112.234510446242,120.490515827626,144.229026600428,155.687136748993,160.191205029863,179.159976349884
images/1087.jpg,140.72582473878,162.82095610964,166.64324560281,177.197173856215,182.447548615661,189.76738012496,207.332586738592,236.163135521423,244.811228807535
images/1090.jpg,81.9130074961606,96.6953941669751,101.436221719227,121.786990896526,125.886113370801,133.804097307559,160.013772577701,163.098217599112,167.888439274956
images/1172_2.jpg,183.811689871757,194.854342800753,202.09868071208,209.763409490529,222.692630393427,230.375573402534,245.346635139051,254.445716038809,260.146173052138
images/1292.jpg,190.086853155911,200.511638384288,213.166578790951,219.897740255406,236.653750578447,244.401587780467,249.944582410397,271.994250689908,283.372412665448
images/1409.jpg,186.864912599379,196.985051770328,207.724428620635,222.968492923313,231.655449120461,234.290042383647,256.613927986027,259.878929838288,283.455367486121
images/1422.jpg,107.412463114691,116.009154574609,132.066895071443,134.892432872391,152.806366885678,169.902552817279,172.204759213558,194.484510962022,201.021136130774
images/1435.jpg,168.24342035989,180.569525762842,198.377630641903,199.446690595552,213.114549115926,230.559074378015,233.093301640205,242.884550684308,278.505577551546
images/1442.jpg,159.294124914664,174.954803478054,187.747525995591,196.609705541164,210.256714489826,210.547073845553,220.480633420239,233.372411400676,260.569134549678
images/14481.jpg,142.836934140027,152.457673735498,164.751007913397,192.772318077953,202.139210158277,209.04647739754,226.716577859702,235.834238559205,256.558533407083
images/1455.jpg,185.205501805554,199.665487897262,214.352141199114,219.292535455367,227.07218671204,236.909172579309,264.497764644,270.434942523326,295.956118414031
images/1459.jpg,121.752213176846,132.390364347301,142.283581788664,150.06720032863,163.637052814374,167.376675735285,179.412884623598,205.99387059002,213.878741686651
images/1463.jpg,157.03729166994,171.70727788048,173.509842148781,185.147691953223,202.904645994233,213.82829065308,235.0476529408,235.509447926193,246.657716475626
images/1467.jpg,75.2459635272503,93.4842567405963,95.8576620279402,105.632108940961,121.434568974389,121.616122115188,139.640927791526,143.501568033872,183.075218730208
images/152.jpg,84.62634,99.7308,113.6733,129.74324,149.45496,170.98193,192.97598,217.38454,264.21292
images/15521.jpg,144.585322167775,158.634325967692,170.656731672975,187.521487550689,187.733416873529,203.881131525819,204.513998001958,220.444526974221,238.82858833361
images/1571.jpg,133.432131606694,141.504084077007,158.571195497917,175.211571781235,181.139381335398,193.225535170619,198.112514340282,211.156472020227,221.768448443886
images/1591.jpg,88.3469835702404,107.008958719729,111.363867305653,116.456724780926,141.253083816246,153.793807537423,154.530095542161,160.688489582852,188.910529275784
images/15951.jpg,146.524230711713,152.94438707282,169.703663776467,170.960212715336,189.323882314481,193.156420675879,206.991942400374,229.834349044011,243.56187605423
images/15953.jpg,63.370480329859,84.6488790239625,85.6060705369767,102.818828580738,113.816139556463,134.014368511728,138.61401145418,152.354397863436,154.730937309279
images/16.JPG,160.574108333327,182.283739717857,223.192814478154,262.919901040683,361.521459782119,452.970958073042,513.493152266861,668.996110191696,675.48917578284
images/1611.jpg,186.049568398576,203.985772482494,217.264304502651,217.627369570503,225.904566424556,234.613289572422,244.762572250229,277.985167936185,287.433888342416
images/16111.jpg,92.972,109.45145,125.15046,145.63094,168.19724,194.5922,221.5181,252.32782,310.3918
images/1613.jpg,85.2852315265954,92.4387849974685,108.008783430811,115.670059700207,129.893768687925,142.95596187041,144.981461583066,157.324997167674,167.648875530289
images/17_1.JPG,23.6834921125888,38.4226814138533,50.991680404368,61.2120099843769,62.3389176566702,119.484484532593,136.698858121338,158.196841022609,368.218270727418
images/186.jpg,150.450426028568,166.187948508299,175.664416157673,180.754698065665,201.337836758728,202.599242249111,211.633698011165,221.613604360037,233.262932544934
images/1976.jpg,162.821516692147,170.753530890429,184.889767235615,191.460024958508,201.276354017941,219.289824889166,221.750139086558,244.512195392722,259.543304341801
images/2_1.JPG,97.74739,114.90263,131.04959,151.98889,175.34654,202.00314,229.5103,261.82565,321.60117
images/2_8.JPG,85.2104821060005,90.568953834388,97.01909943875,126.040225006388,145.202510085783,150.554357461701,172.92223850193,200.894791657757,209.020672381372
images/2088.jpg,56.6213037143201,66.4180582093181,74.1609636298154,86.1290279518753,109.237706280648,112.011205421289,113.06548839281,128.28644010647,134.36822898442
images/2154.jpg,86.0380960051734,104.54792331625,111.49748834971,118.280781602004,132.251007885194,136.227973105622,145.581787354371,163.084955907347,179.55495730331
images/2165.jpg,156.893707074086,172.312988187555,176.125091841119,184.557760592301,196.22327847459,212.721485930649,215.060947671493,229.496139001532,252.701487983536
images/2189.jpg,120.067146679638,131.541644638872,144.6870363708,160.852302897923,169.490200580571,178.631699901058,180.157989699795,200.37912841248,224.803182448568
images/2207.jpg,133.330420900881,138.637533832917,155.129967232938,161.573219599042,168.892855823344,189.267456177782,192.934458718455,210.789833292708,223.54608792869
images/226.jpg,79.97827,95.08796,108.86889,126.35462,146.58022,170.56145,193.51698,221.8038,273.4491
images/229.jpg,43.5020187626342,45.7963214808029,59.8841732824332,67.5934579894336,72.6077050701491,98.7873502547114,109.331215422424,132.327592758739,199.557440558189
images/2296.jpg,112.136340966317,125.530433649259,126.154786721552,142.223733202579,146.0963157074,159.402541551751,177.888924753022,181.688004621879,200.681288119763
images/2302.jpg,61.9335725293602,74.0945985730542,83.1687906522883,90.9937660779601,104.812472318763,111.377458389468,129.488463798966,134.245618833181,149.155326924985
images/2325.jpg,182.562204576351,201.249560765915,202.283723958081,219.761557366107,228.272670641088,248.962981227407,249.03832140282,258.410460023468,296.737920172723
images/2327.jpg,160.552988239055,163.792123719699,175.464427443352,180.355657931029,208.238259702317,211.377977842356,214.830253445765,227.250947057565,240.173664211087
images/2333.jpg,135.534886635414,148.799439264879,159.946796660524,170.016506682932,175.494838414145,186.937498835157,197.786865072332,221.544815534004,227.166774593833
images/2340.jpg,84.0438543258106,104.369892369939,106.832971836799,113.975291975803,122.744970504125,133.388107288736,155.910088386109,172.122656505815,192.429219543042
images/2346.jpg,178.575644250939,181.697681267971,199.978161867621,200.956984792043,210.10554469837,225.14395117937,242.136446610846,243.474491854435,254.013740786444
images/255.jpg,97.1216398291433,105.643805030723,117.698394513656,127.267858438966,135.685215000593,145.239790647362,176.574939722143,177.434048027572,196.023125898384
images/264.jpg,117.227172223196,128.885850668428,141.5417762215,153.157359214955,167.312572995551,193.797245473028,194.654883269839,199.880107482729,209.969775155816
images/269.jpg,88.7800618066858,94.4994317452151,104.224249034677,118.834759862482,128.134870424342,149.406406612825,154.383216381967,167.376019499853,170.706041182902
images/2696.jpg,135.267677964514,148.014373577532,158.973236660025,172.792467518943,181.49205945668,200.265794259981,210.935052730964,214.324120822859,216.33079610869
images/2698.jpg,59.8294771900238,75.9467564399051,81.1596638948298,90.3910567734832,99.2126147980676,113.405984827191,119.933786986386,134.074679916636,150.979579540095
images/2701.jpg,131.236804485654,140.440092924286,153.296653495834,165.366005359528,181.063700882003,187.483507785439,211.130942814722,214.929233919591,215.526072571557
images/2705.jpg,171.582333306227,185.945395439154,197.233153497362,202.394395341568,224.154662680796,241.047068498156,245.625631288611,253.139374158966,263.327592273351
images/2710.jpg,66.6317925357141,74.9359894159327,98.0945988031755,100.869702453066,113.535934506935,119.000231692233,135.679085803805,142.014745727017,146.996617438565
images/2713.jpg,78.8572699951912,93.0726470033822,99.3580403367806,109.02374237955,121.780846692331,142.611801930144,149.489567420699,161.432352999495,170.563434045287
images/2721.jpg,79.5151999546919,92.5664459092188,105.737123591548,109.58257856613,120.152293469499,134.071926528465,146.431591250818,154.52630764623,156.909843800006
images/2738.jpg,193.267998416921,212.970672850987,226.050572228766,228.521788354526,242.475744014473,251.939027628361,265.867240088547,269.065340040803,293.225246330828
images/2742.jpg,78.878414645674,90.8032143377176,97.2260998239745,106.256070735447,117.580692363312,137.850386733964,139.614829286371,157.085595819712,159.541897032625
images/2747.jpg,165.185098528295,174.859742480608,187.555634382178,201.866159135548,202.358499980821,221.637149381209,236.482650270859,253.141835678424,267.01238709364
images/2750.jpg,77.753427346885,81.7167133582954,106.662986365617,121.862807498221,131.310490598985,135.586103276143,146.169577801661,150.006987547193,187.985880245862
images/278.jpg,195.879885106966,200.435796002689,220.75492710447,226.329378300944,238.011504079071,255.095940629635,260.280073365179,261.76220725719,290.714238713038
images/280.jpg,121.695855098867,124.650799222144,139.030615832222,140.074303156536,170.403023967179,171.9713663607,181.658750890109,188.372365610312,217.822921495551
images/3_35.JPG,102.913720131261,120.685862072623,146.239244474754,147.032039923309,162.389919983152,174.160717063316,209.806470308858,316.700855572017,361.291024735595
images/329.jpg,156.777998089182,171.039312524925,178.910559946687,185.798694006593,204.031473621355,226.767763977421,230.023969440257,240.830071070415,240.902150269627
images/344.jpg,101.022821778586,113.948738035272,121.827756281688,131.278788864482,141.729663639948,153.92521486412,160.830538986618,173.397748395407,181.515234354198
images/356.jpg,97.2314882546598,108.424761538201,127.770049351015,131.930347649572,156.299928058542,158.810663412364,165.060737426863,175.447727642042,194.976468755994
images/378.jpg,176.480016424513,184.359974397511,202.752010201681,207.451413042472,225.475408195548,235.75831175161,235.817286094705,248.400581757342,263.018401183308
images/393.jpg,129.536445172022,135.786353653361,144.990792217123,166.753333888107,167.597959514425,177.429679719635,186.157127507121,197.894946447759,202.493773808122
images/4.JPG,120.688781209688,138.918260970335,147.412011262836,160.112684888734,175.103440468042,194.537552093592,215.488630572673,252.885101700425,273.765191189719
images/6_7.JPG,159.239947401904,167.590836293587,185.933245093332,212.364817762412,215.366760846909,246.60975131426,297.115293367653,339.92752442769,402.831492957114
images/654.jpg,98.3614986953153,103.899196518713,117.626060775191,127.563602125863,136.310608550504,156.361501042405,167.13184654969,171.676403481978,178.110996517901
images/657.jpg,52.146100400862,68.841036031649,74.8863880556666,90.2944536154862,99.3711439705254,113.068260261166,117.426085741723,125.194543095027,141.47006463854
images/664.jpg,60.0615553470492,70.4034944302581,88.9125938496762,94.2979649290348,114.523876304712,125.350513363438,131.502460533323,132.447329430272,149.901552137268
images/675.jpg,94.4162872043182,106.035164250557,122.78777228862,130.114935507044,132.672591276732,147.641751261689,158.013145299387,175.768132162028,183.138727973388
images/738.jpg,180.764075231543,189.634600445359,201.509884708872,219.33507213255,227.958711593949,230.27525930078,251.012564809433,253.518513782163,273.435787105992
images/8.JPG,174.110036139924,193.5809844674,198.263126276016,204.283475374749,270.28337577755,279.846576280188,289.465467306935,364.80191867856,463.66290977502
images/809.jpg,66.0598007818007,81.4479652641602,89.9086049118627,95.8762898719134,113.322613313529,129.458479621629,140.108222117891,151.895306679682,155.488826509562
images/832.jpg,172.457890026003,184.350030865208,192.802355264727,209.889570541002,222.447278145671,233.684090912967,242.435766141184,258.4407190651,262.634178550934
images/882.jpg,60.7861977272543,70.8953819462657,82.4660540054226,98.2108524242092,99.4160856418036,119.850765647168,121.893477941139,130.558274250653,140.549280257468
images/889.jpg,124.336319000482,141.840943356351,149.855733412665,152.472207731711,163.005617288644,169.358722368394,185.620636553152,202.714708163055,238.384392507501
images/Barthol_Rotalgen_mak.JPG,24.7612884101611,79.9394011657594,94.0174366057038,106.270520116877,139.32440541151,190.228413857398,191.162667015162,191.606751108724,272.769769377141
images/im.png,10.7080820978478,28.7728236134709,46.0394424244572,76.1186344100473,87.1089738726275,118.332517470913,123.231072318585,137.416928281456,151.175277650836
images/Image_4767.JPG_crop.tif,35.0420740744132,42.961995691022,51.2967663248846,52.3688795075859,58.4925498108825,62.6843946426729,102.493516966146,130.847483993444,200.634449341336
images/IMG_0203.JPG,73.0282205288608,95.1078920214698,111.432472533308,124.491254110926,170.823479714475,171.681435669903,202.663460818593,229.199096913898,240.556155176947
images/IMG_0205.JPG,107.25196722327,117.802310423335,126.431868233092,133.770605815336,147.757202365952,172.118856799936,195.017386369261,234.999957735695,302.343624010431
images/IMG_0208.JPG,69.5402115234174,81.7123314182298,84.1432876760337,84.2865149411999,88.2579517404119,141.568784375051,170.105579554866,183.940378037825,266.23083338812
images/IMG_0210.JPG,93.5764755576886,100.365989953522,107.138487494083,133.715005609109,142.788694037563,173.155753487701,201.285854964673,209.320584936887,233.917829105681
images/IMG_0213.JPG,58.5568886243143,96.240526654178,99.9486583092552,123.295441496738,126.208194898723,134.056919170186,166.940488513641,169.733371453835,195.420867669893
images/IMG_0215.JPG,69.6353948100086,75.7168042148904,79.8710293016666,91.3337635299064,100.682805950783,104.699206161846,109.216608309497,163.328986309369,246.891859147451
images/IMG_0218.JPG,45.172175511118,46.8782623067498,53.7613161948664,54.0143413974879,98.7607941778571,121.978470038412,123.545380156072,166.681058823462,194.62355415683
images/IMG_0220.JPG,49.4031999072277,51.9002577282052,62.3996088857353,63.2201486664005,80.3536562105508,93.8017833221682,103.604426212885,103.790565595555,114.85478782504
images/IMG_0223.JPG,29.7895599296657,43.1861921905553,48.6506057258544,52.5461878111962,75.2632844161281,77.3987771069165,94.9495098685695,103.029344360962,108.527275162322
images/IMG_0225.JPG,35.2801726845425,39.2026777280975,47.8980881880563,56.7511410405128,65.2357213079354,72.3682236468565,103.171156840141,107.558966187351,141.439104254125
images/IMG_0229.JPG,32.7236020272758,35.458600738505,39.9272322231382,46.3231690419432,50.8479185539047,67.5438688802788,74.054451262932,95.201577921157,109.8722426753
images/IMG_0231.JPG,37.3123519329914,41.6216695474916,45.3522136326304,47.3779493215423,47.9892847290843,71.3013328087092,76.9641477078875,78.2350439204504,139.504037130729
images/IMG_0243.JPG,20.1854282138629,25.8760010858236,26.2132856719271,29.9813882066018,37.4336069884242,39.1037545361204,51.7233236960867,55.2384891065643,64.9422740528442
images/IMG_0246.JPG,16.273639795071,16.8134129624362,27.5237068121686,29.8745450898183,33.7849096879921,36.5561862996319,53.789186856119,58.347500416801,80.295156483494
images/IMG_0248.JPG,18.3160821188386,18.7077551779652,26.5194100675366,28.1917662849477,30.8168160639794,33.4052967539443,43.5572578611272,49.3469522182677,49.3813240789688
images/IMG_0251.JPG,18.6272846138339,19.0178630351622,21.3683622928116,21.7414657385183,29.8870919463506,29.9557291476511,33.7044265430197,36.9186725488279,50.1963293133629
images/IMG_0253.JPG,10.7208160068982,19.4606682272357,20.150080944698,24.5615051509876,26.5733655174359,30.9265761927428,33.6827333959299,44.7602790411981,50.6790722533604
images/IMG_1575_250microns.JPG,27.3786469178135,27.9158453017383,35.2066876491533,46.5884117448209,47.7831442046001,61.2501208892501,65.7234115058489,67.441471999966,102.330112141374
images/IMG_1577_250microns.JPG,32.1750311938366,35.8189796605304,36.7528820309121,44.76984618488,49.7177388383824,53.4063514822622,55.6962988984732,89.7126581131845,109.165698870996
images/IMG_1579_355microns.JPG,40.0000037080134,51.5394405277838,53.9435096572514,57.3236655691221,63.4137676860978,75.4300035559504,77.7721822540809,89.4574213629505,94.9076135480036
images/IMG_1581_500microns.JPG,47.6478127635076,50.5435316731144,64.7852358884527,76.9858442245063,82.2876178748664,92.3162902147311,115.850270373619,116.766964386458,159.960854549248
images/IMG_1583_500microns.JPG,68.0145754888744,69.8953572017435,69.9888700231544,72.4838136653029,75.4738596722565,79.0357545840955,102.781563038716,118.944127190571,125.70264556142
images/IMG_1585_710microns.JPG,64.2464854626426,87.382604935751,87.5876442033714,94.2937361859018,116.231434149294,118.472392638246,125.808717547361,158.168904041766,217.70731113384
images/IMG_1587_1000microns.JPG,90.2690761416623,98.7946346482223,118.266550844236,138.34545470253,160.537833384161,187.230207401569,201.788506687921,258.623498821459,269.888837820416
images/IMG_1589_1000microns.JPG,97.8603667266609,99.7840933569174,105.89417541132,126.340020761641,156.573523449754,163.135236265885,171.187178116933,232.613734490627,239.067885184765
images/IMG_1591_1400microns.JPG,99.3148950284377,147.925492785663,151.372436863785,155.697615628554,160.317750736244,165.976360718906,230.01830364407,236.22216444746,296.709646875288
images/IMG0310.JPG,72.9301619948585,96.7149702993675,106.06177109946,122.044905752036,138.805325862683,164.173489525886,167.187402669962,178.157835125811,202.907136450097
images/IMG0312.JPG,67.8293219806769,95.155209374137,100.263942503559,138.870723458461,140.540840325864,148.922763491351,175.669606865471,215.131488507757,276.508534622069
